id,local_time,retweet_count,like_count,reply_count,text,user_screen_name,to_username,gares
0,2024-06-13T19:22:46,0,0,1,"@utilisateur_anonymise_1411 @utilisateur_anonymise_1410 @utilisateur_anonymise_1408 @RERC_SNCF Les autres exploitants auront une meilleure gestion de la sécurité de leurs réseau ferroviaire. Là ou les chèvres ont accéder à la voie est quasi en libre accès, c’est assez fréquent que des corps étrangers circulent sur les voies, au bout de la 20eme fois quand même…",utilisateur_anonymise_0,utilisateur_anonymise_34,
1,2024-06-13T13:34:20,0,2,1,@utilisateur_anonymise_1412 @RERC_SNCF C'est toujours des chèvres aujourd'hui aussi,utilisateur_anonymise_1,utilisateur_anonymise_2,
2808,2024-06-13T13:24:06,0,0,1,"@RERC_SNCF en effet, on va encore galérer ... après les chèvres d'hier pour rentrer, ce soir encore un problème",utilisateur_anonymise_2,RERC_SNCF,
3,2024-06-13T13:15:13,0,1,0,"Le traffic du @RERC_SNCF est interrompu car des chèvres 🐐  se balade sur les voies 🤣 
@utilisateur_anonymise_1413 
La ferme célébrités 😝
#news #RERC #TPMP https://twitter.com/CShabyne/status/1801241918111724024/video/1",utilisateur_anonymise_3,,
4,2024-06-13T12:56:27,0,1,0,"Pk y’a des chevres sur les rails du rer c ???? 

Si tu veux plus de video va sur ma bio #rerc https://twitter.com/TameshaTro94312/status/1801237197053440463/video/1",utilisateur_anonymise_4,,
5,2024-06-13T11:25:17,0,1,0,"@utilisateur_anonymise_43 @RERC_SNCF Sur ce coup, les chèvres sont innocentes ! Mais un conducteur a ressenti un choc anormal provenant de la voie, et un autre l'a confirmé alors qu'il roulait tout doucement : ça peut être l'indice d'une déformation ou d'un obstacle, ça ne peut pas être pris à la légère…",utilisateur_anonymise_5,utilisateur_anonymise_43,
6,2024-06-13T10:06:00,77,228,11,"🔴 FLASH - #ValdeMarne : Le trafic du #RERC a été plusieurs fois interrompu, pendant 6 heures ce mercredi soir.

👉 La cause ? Des chèvres avaient été repérées sur les voies dans le secteur de la gare de #ChoisyLeRoi selon la SNCF. (📸 LukauFrancis) #Transilien https://twitter.com/info_Paris_IDF/status/1801194299557876046/video/1",utilisateur_anonymise_6,,Choisy-le-Roi
7,2024-06-13T08:24:06,0,0,0,@RERC_SNCF Au fait à quelle heure ouvre le zoo des chèvres? c est mimi des chèvres !,usager revendiqué de la ligne C 9,RERC_SNCF,
8,2024-06-13T08:01:46,0,0,0,"@RERC_SNCF J'étais à Choisy hier,je n'ai vu aucun animal sur les voies, continuer de nous prendre pour des chèvres 😒 ensuite remboursez nous 10 € sur notre pass Navigo, ça promet pour les JO",utilisateur_anonymise_8,RERC_SNCF,Choisy-le-Roi
9,2024-06-13T06:57:45,0,0,0,@RERC_SNCF Encore des chèvres ?,utilisateur_anonymise_9,RERC_SNCF,
